City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Singkang,MY,2022-06-21 03:52:39,2.1006,102.7994,83.05,82,61,4.61
297,Tasiilaq,GL,2022-06-21 03:48:01,65.6145,-37.6368,39.36,85,98,7.11
298,Lae,PG,2022-06-21 03:52:39,-6.7221,146.9847,90.27,62,13,8.25
299,Dudinka,RU,2022-06-21 03:52:40,69.4058,86.1778,78.62,38,99,14.94
300,Shentala,RU,2022-06-21 03:52:40,54.45,51.4833,54.64,80,15,15.01
301,Oistins,BB,2022-06-21 03:48:14,13.0667,-59.5333,80.69,83,40,12.66
302,Vilcun,CL,2022-06-21 03:52:40,-38.65,-72.2333,45.34,93,100,2.53
303,Giresun,TR,2022-06-21 03:52:41,40.5,38.5,53.56,64,0,0.74
304,Saint-Pierre,RE,2022-06-21 03:52:41,-21.3393,55.4781,69.91,68,75,6.91
305,Cherskiy,RU,2022-06-21 03:52:41,68.75,161.3,40.5,67,100,13.33
306,Tanout,NE,2022-06-21 03:52:42,14.9709,8.8879,85.69,13,14,6.53
307,Merauke,ID,2022-06-21 03:52:42,-8.4667,140.3333,81.39,81,73,15.95
308,Yeppoon,AU,2022-06-21 03:52:42,-23.1333,150.7333,73.18,69,89,12.24
309,Horni Plana,CZ,2022-06-21 03:52:43,48.7674,14.0326,56.48,88,42,3.0
310,Grindavik,IS,2022-06-21 03:52:43,63.8424,-22.4338,44.55,100,75,2.3
311,Faanui,PF,2022-06-21 03:47:57,-16.4833,-151.75,79.92,77,29,10.6
312,Natal,BR,2022-06-21 03:49:50,-5.795,-35.2094,75.42,94,20,4.61
313,Kysyl-Syr,RU,2022-06-21 03:52:44,63.8986,122.7617,63.41,41,100,8.52
314,Valparaiso,CL,2022-06-21 03:52:11,-33.0393,-71.6273,55.04,86,75,5.75
315,Pampas,PE,2022-06-21 03:52:44,-12.4,-74.9,47.93,86,88,1.43
316,Mersing,MY,2022-06-21 03:52:44,2.4312,103.8405,87.71,74,40,4.61
317,Taltal,CL,2022-06-21 03:50:21,-25.4,-70.4833,53.46,81,39,3.62
318,Sai Buri,TH,2022-06-21 03:52:45,6.7013,101.6168,87.51,62,88,2.3
319,Heihe,CN,2022-06-21 03:52:45,50.2441,127.4902,66.78,89,95,11.5
320,Aklavik,CA,2022-06-21 03:49:57,68.2191,-135.0107,54.52,60,100,7.34
321,Mareeba,AU,2022-06-21 03:52:46,-17.0,145.4333,74.12,76,98,6.06
322,Billings,US,2022-06-21 03:52:36,45.7833,-108.5007,62.37,52,75,12.66
323,Mineros,BO,2022-06-21 03:52:46,-17.1167,-63.2333,70.02,74,1,7.25
324,Lodwar,KE,2022-06-21 03:52:46,3.1191,35.5973,77.94,56,63,9.55
325,Chernyshevskiy,RU,2022-06-21 03:52:47,63.0128,112.4714,64.56,22,0,8.79
326,Borovoy,RU,2022-06-21 03:52:47,55.4333,86.0833,67.28,72,20,4.47
327,Dwarka,IN,2022-06-21 03:52:47,22.2394,68.9678,85.84,72,15,21.16
328,Lere,NG,2022-06-21 03:52:48,10.387,8.5726,67.33,90,29,4.07
329,Brownsville,US,2022-06-21 03:50:37,25.9018,-97.4975,84.15,84,0,8.05
330,Chontalpa,MX,2022-06-21 03:53:48,17.7,-93.5167,74.59,96,100,4.81
331,Sorland,NO,2022-06-21 03:52:34,67.667,12.6934,49.86,96,100,27.89
332,Belaya Gora,RU,2022-06-21 03:53:48,68.5333,146.4167,53.22,36,30,4.92
333,Rio Negrinho,BR,2022-06-21 03:53:49,-26.2544,-49.5183,59.94,93,56,1.21
334,Manitouwadge,CA,2022-06-21 03:53:49,49.1215,-85.8403,63.55,96,22,8.77
335,Rio Gallegos,AR,2022-06-21 03:53:49,-51.6226,-69.2181,28.45,86,40,12.66
336,Buala,SB,2022-06-21 03:53:50,-8.145,159.5921,82.85,77,70,6.71
337,Berlevag,NO,2022-06-21 03:53:50,70.8578,29.0864,53.6,66,100,19.57
338,Riyadh,SA,2022-06-21 03:53:50,24.6877,46.7219,86.14,7,5,10.33
339,Plettenberg Bay,ZA,2022-06-21 03:53:51,-34.0527,23.3716,57.76,70,67,3.94
340,Dullewala,PK,2022-06-21 03:53:51,31.8359,71.4362,80.78,59,88,11.88
341,Sungaipenuh,ID,2022-06-21 03:50:01,-2.0833,101.3833,78.53,57,56,4.56
342,Havelock,US,2022-06-21 03:53:51,34.8791,-76.9013,78.75,78,100,3.76
343,Vila Velha,BR,2022-06-21 03:53:52,-20.3297,-40.2925,67.95,88,75,4.61
344,Barreirinhas,BR,2022-06-21 03:53:52,-2.7469,-42.8264,74.26,87,63,3.76
345,Lufilufi,WS,2022-06-21 03:53:52,-13.8745,-171.5986,87.58,72,28,5.53
346,Longyearbyen,SJ,2022-06-21 03:53:53,78.2186,15.6401,37.85,86,100,11.43
347,Mahabad,IR,2022-06-21 03:50:06,36.7631,45.7222,78.49,20,0,1.54
348,Wuwei,CN,2022-06-21 03:53:53,37.9281,102.6414,72.84,49,91,6.62
349,Esperance,AU,2022-06-21 03:53:54,-33.8667,121.9,64.63,64,38,11.01
350,Shimoda,JP,2022-06-21 03:53:54,34.6667,138.95,75.56,96,100,8.52
351,Acapulco,MX,2022-06-21 03:52:33,16.8634,-99.8901,78.57,90,100,5.91
352,Souillac,MU,2022-06-21 03:53:54,-20.5167,57.5167,68.38,56,20,5.75
353,Karratha,AU,2022-06-21 03:53:55,-20.7377,116.8463,80.83,31,1,17.81
354,Cabatuan,PH,2022-06-21 03:53:55,10.8794,122.486,82.09,81,100,2.98
355,Honiara,SB,2022-06-21 03:53:55,-9.4333,159.95,82.06,79,73,1.59
356,Onega,RU,2022-06-21 03:53:56,63.9061,38.1404,48.92,75,55,6.02
357,Isangel,VU,2022-06-21 03:52:32,-19.55,169.2667,78.91,65,40,11.5
358,Whitehorse,CA,2022-06-21 03:53:44,60.7161,-135.0538,59.77,40,75,11.5
359,Show Low,US,2022-06-21 03:49:55,34.2542,-110.0298,68.29,37,0,4.61
360,Gimli,CA,2022-06-21 03:53:56,50.6336,-96.9907,71.62,78,52,4.61
361,Kuching,MY,2022-06-21 03:53:57,1.55,110.3333,84.42,79,40,5.75
362,Polunochnoye,RU,2022-06-21 03:52:13,60.8697,60.4153,57.87,95,100,6.2
363,Talnakh,RU,2022-06-21 03:53:57,69.4865,88.3972,78.21,34,100,13.27
364,Kerema,PG,2022-06-21 03:53:58,-7.9631,145.7785,81.63,77,86,9.33
365,Tyumentsevo,RU,2022-06-21 03:53:58,53.3224,81.498,74.07,54,9,7.63
366,Esil,KZ,2022-06-21 03:53:58,51.9556,66.4042,68.09,64,83,18.16
367,Emerald,AU,2022-06-21 03:49:45,-23.5333,148.1667,72.34,49,93,5.84
368,Coachella,US,2022-06-21 03:53:59,33.6803,-116.1739,92.26,11,0,2.66
369,Santa Cruz,BO,2022-06-21 03:53:08,-17.8,-63.1667,71.06,88,19,17.27
370,Taloqan,AF,2022-06-21 03:53:59,36.7361,69.5345,71.64,43,99,2.44
371,Coos Bay,US,2022-06-21 03:53:59,43.3665,-124.2179,59.94,94,100,25.32
372,Andenes,NO,2022-06-21 03:54:00,69.3143,16.1194,49.98,87,75,10.36
373,Hasaki,JP,2022-06-21 03:54:00,35.7333,140.8333,82.8,84,100,10.56
374,Walvis Bay,NA,2022-06-21 03:53:13,-22.9575,14.5053,54.09,89,7,7.09
375,Shache,CN,2022-06-21 03:55:01,38.4167,77.2406,76.19,30,100,8.19
376,Sladkovo,RU,2022-06-21 03:55:01,55.5284,70.3385,71.65,68,40,10.31
377,Mamit,IN,2022-06-21 03:55:01,23.9333,92.4833,76.03,83,75,3.44
378,Mutare,ZW,2022-06-21 03:55:02,-18.9707,32.6709,52.9,85,87,4.61
379,Bilibino,RU,2022-06-21 03:55:02,68.0546,166.4372,42.21,69,100,12.71
380,Klamath Falls,US,2022-06-21 03:50:16,42.2249,-121.7817,69.71,28,0,9.22
381,Brufut,GM,2022-06-21 03:55:03,13.3814,-16.7518,75.29,94,0,0.0
382,Berehomet,UA,2022-06-21 03:55:03,48.1788,25.3486,63.9,76,38,4.18
383,Dois Vizinhos,BR,2022-06-21 03:55:03,-25.7336,-53.0572,56.82,98,11,3.09
384,Mogadishu,SO,2022-06-21 03:50:46,2.0371,45.3438,78.8,78,98,18.61
385,Vostok,RU,2022-06-21 03:55:04,46.4856,135.8833,57.88,97,100,3.62
386,Tadine,NC,2022-06-21 03:55:04,-21.55,167.8833,72.48,62,81,14.72
387,Stralsund,DE,2022-06-21 03:55:04,54.3091,13.0818,59.02,88,14,14.32
388,Ciudad Bolivar,VE,2022-06-21 03:55:05,8.1222,-63.5497,74.89,88,100,9.51
389,Tumsar,IN,2022-06-21 03:55:05,21.3833,79.7333,84.09,68,100,9.78
390,Preobrazheniye,RU,2022-06-21 03:55:05,42.9019,133.9064,65.55,73,86,8.03
391,Boulder City,US,2022-06-21 03:55:06,35.9786,-114.8325,87.55,12,0,4.61
392,Balabac,PH,2022-06-21 03:55:06,7.9868,117.0645,86.58,62,87,3.04
393,Cidreira,BR,2022-06-21 03:54:05,-30.1811,-50.2056,59.61,80,80,11.7
394,Verkhnyaya Inta,RU,2022-06-21 03:55:06,65.9811,60.3094,65.68,65,12,13.27
395,Hay River,CA,2022-06-21 03:55:07,60.8156,-115.7999,64.38,45,75,10.36
396,Kapoeta,SS,2022-06-21 03:55:07,4.7717,33.5903,71.6,76,90,4.5
397,Cosala,MX,2022-06-21 03:55:07,24.4125,-106.6908,74.71,81,95,2.93
398,Asau,RO,2022-06-21 03:55:08,46.4333,26.4,59.92,89,2,6.26
399,Kemijarvi,FI,2022-06-21 03:55:08,66.7131,27.4306,54.09,63,61,6.26
400,Makat,KZ,2022-06-21 03:55:08,47.6469,53.3463,85.14,28,0,13.56
401,Malinovoye Ozero,RU,2022-06-21 03:55:09,51.6753,79.7825,84.13,33,76,7.58
402,Dunkirk,FR,2022-06-21 03:55:09,51.05,2.3667,49.08,91,61,7.09
403,Carutapera,BR,2022-06-21 03:55:09,-1.195,-46.02,73.18,94,19,3.62
404,Hunchun,CN,2022-06-21 03:55:10,42.8675,130.3581,73.31,74,100,6.67
405,Port Augusta,AU,2022-06-21 03:55:10,-32.5,137.7667,63.45,47,16,8.37
406,Christchurch,NZ,2022-06-21 03:54:47,-43.5333,172.6333,49.91,71,3,9.22
407,Dunedin,NZ,2022-06-21 03:55:10,-45.8742,170.5036,46.44,76,0,4.52
408,Umea,SE,2022-06-21 03:52:28,63.8284,20.2597,54.91,100,0,0.0
409,Takoradi,GH,2022-06-21 03:52:16,4.8845,-1.7554,75.22,91,21,6.33
410,Camacha,PT,2022-06-21 03:55:11,33.0833,-16.3333,62.02,72,40,11.5
411,Vao,NC,2022-06-21 03:55:11,-22.6667,167.4833,70.81,61,6,18.14
412,Boali,CF,2022-06-21 03:55:12,4.8005,18.1275,67.57,98,90,1.54
413,Black River,JM,2022-06-21 03:55:12,18.0264,-77.8487,76.78,81,98,4.56
414,Port Hedland,AU,2022-06-21 03:55:12,-20.3167,118.5667,84.25,26,0,17.27
415,Yerbogachen,RU,2022-06-21 03:55:13,61.2767,108.0108,64.67,32,3,8.88
416,Rudesheim,DE,2022-06-21 03:55:13,49.85,7.8167,52.63,91,47,3.74
417,Hervey Bay,AU,2022-06-21 03:55:13,-25.2986,152.8535,71.02,67,93,5.99
418,Abu Samrah,SY,2022-06-21 03:55:14,35.3029,37.1841,68.94,67,0,17.78
419,Baijiantan,CN,2022-06-21 03:55:14,45.6333,85.1833,92.98,14,2,5.06
420,Nurota,UZ,2022-06-21 03:55:14,40.5614,65.6886,76.86,31,7,9.13
421,Salekhard,RU,2022-06-21 03:55:15,66.53,66.6019,58.05,86,100,15.73
422,Haines Junction,CA,2022-06-21 03:56:15,60.7522,-137.5108,58.95,41,75,11.5
423,Saldanha,ZA,2022-06-21 03:56:15,-33.0117,17.9442,53.65,63,98,8.3
424,Porecatu,BR,2022-06-21 03:56:16,-22.7558,-51.3792,61.56,95,1,6.38
425,Nata,PA,2022-06-21 03:56:16,8.3333,-80.5167,76.17,91,100,2.98
426,Havoysund,NO,2022-06-21 03:56:16,70.9963,24.6622,53.83,67,100,17.36
427,Pucallpa,PE,2022-06-21 03:56:17,-8.3791,-74.5539,75.24,100,40,2.3
428,Kabare,CD,2022-06-21 03:56:17,-2.4683,28.8242,56.62,91,17,0.56
429,Artemisa,CU,2022-06-21 03:56:17,22.814,-82.7561,78.28,86,100,7.09
430,Guerrero Negro,MX,2022-06-21 03:56:18,27.9769,-114.0611,66.61,74,4,12.39
431,Sibu,MY,2022-06-21 03:56:18,2.3,111.8167,84.51,70,20,2.3
432,Mangrol,IN,2022-06-21 03:56:18,21.1167,70.1167,86.32,72,73,15.46
433,Ginir,ET,2022-06-21 03:56:19,7.1333,40.7,57.47,75,25,6.85
434,Guantanamo,CU,2022-06-21 03:56:19,20.1444,-75.2092,75.11,80,100,4.63
435,Faya,SA,2022-06-21 03:56:19,18.3851,42.4509,64.92,25,28,2.73
436,Nome,US,2022-06-21 03:54:31,64.5011,-165.4064,56.16,64,100,11.97
437,Gabu,GW,2022-06-21 03:56:20,12.2833,-14.2167,73.51,93,85,2.66
438,San Gavino Monreale,IT,2022-06-21 03:56:20,39.5514,8.7917,76.3,72,1,3.02
439,Lithakia,GR,2022-06-21 03:56:20,37.7167,20.8333,65.57,72,0,8.86
440,Puerto Madero,MX,2022-06-21 03:56:21,14.7208,-92.4215,74.93,83,100,7.85
441,Port Hardy,CA,2022-06-21 03:56:21,50.6996,-127.4199,57.38,88,100,2.3
442,Nogliki,RU,2022-06-21 03:56:21,51.8333,143.1667,53.56,80,49,15.23
443,Wasilla,US,2022-06-21 03:56:22,61.5814,-149.4394,66.65,54,100,1.99
444,Deputatskiy,RU,2022-06-21 03:56:22,69.3,139.9,50.81,29,96,3.91
445,Nemuro,JP,2022-06-21 03:56:22,43.3236,145.575,53.01,88,11,12.01
446,Tacuarembo,UY,2022-06-21 03:56:23,-31.7333,-55.9833,47.86,93,83,4.0
447,Hambantota,LK,2022-06-21 03:56:23,6.1241,81.1185,84.54,79,20,11.5
448,Lokosovo,RU,2022-06-21 03:56:23,61.1333,74.8167,76.35,52,1,14.05
449,Bucak,TR,2022-06-21 03:56:24,37.4592,30.595,64.92,66,0,4.07
450,Kousseri,CM,2022-06-21 03:56:24,12.0769,15.0306,76.96,73,20,3.44
451,Gangarampur,IN,2022-06-21 03:56:24,25.4,88.5167,82.83,75,100,7.14
452,Karpinsk,RU,2022-06-21 03:56:25,59.7654,60.0085,53.26,99,100,4.54
453,Pacific Grove,US,2022-06-21 03:56:25,36.6177,-121.9166,62.55,81,46,3.0
454,Doume,CM,2022-06-21 03:56:25,4.2333,13.45,65.37,100,99,1.95
455,Ilam,NP,2022-06-21 03:56:26,26.9167,87.9167,70.5,95,99,3.22
456,Husavik,IS,2022-06-21 03:56:26,66.0449,-17.3389,46.18,71,21,6.06
457,Teknaf,BD,2022-06-21 03:56:26,20.8624,92.3058,76.95,93,100,5.03
458,Ibirite,BR,2022-06-21 03:56:27,-20.0219,-44.0589,60.31,83,0,3.74
459,Pecos,US,2022-06-21 03:56:27,31.4229,-103.4932,71.69,83,100,11.5
460,Char Bhadrasan,BD,2022-06-21 03:56:27,23.3167,90.2167,86.32,71,54,9.53
461,Fort Nelson,CA,2022-06-21 03:52:32,58.8053,-122.7002,71.19,46,75,2.3
462,Anchorage,US,2022-06-21 03:56:28,61.2181,-149.9003,65.28,62,87,4.76
463,Stornoway,GB,2022-06-21 03:56:28,58.2093,-6.3865,53.56,95,100,3.44
464,Montepuez,MZ,2022-06-21 03:56:28,-13.1256,38.9997,62.22,88,75,10.49
465,Tikrit,IQ,2022-06-21 03:56:29,34.6071,43.6782,90.19,25,0,16.6
466,Iisaku,EE,2022-06-21 03:56:29,59.1014,27.3081,53.26,90,28,5.3
467,Mandalgovi,MN,2022-06-21 03:56:29,45.7625,106.2708,78.69,17,99,9.48
468,Half Moon Bay,US,2022-06-21 03:53:43,37.4636,-122.4286,74.97,72,0,17.27
469,Mahanoro,MG,2022-06-21 03:57:30,-19.9,48.8,66.97,79,84,3.53
470,Piranhas,BR,2022-06-21 03:57:30,-16.4269,-51.8222,68.92,41,1,4.27
471,Raga,SS,2022-06-21 03:57:31,8.4596,25.678,66.97,88,62,4.61
472,Monroe,US,2022-06-21 03:57:31,43.1501,-77.6831,66.2,77,80,1.99
473,Bud,US,2022-06-21 03:57:31,39.447,-86.1758,70.68,75,81,6.06
474,Sayyan,YE,2022-06-21 03:57:31,15.1718,44.3244,69.76,31,92,4.25
475,Vestmannaeyjar,IS,2022-06-21 03:57:32,63.4427,-20.2734,48.31,88,100,21.14
476,Palu,ID,2022-06-21 03:57:32,-0.8917,119.8707,88.57,63,48,2.98
477,Norden,DE,2022-06-21 03:57:32,53.6,7.2,54.97,83,65,7.14
478,Bowen,AU,2022-06-21 03:57:33,-20.0167,148.2333,73.06,62,98,18.14
479,Touros,BR,2022-06-21 03:57:33,-5.1989,-35.4608,74.68,88,29,10.56
480,Awjilah,LY,2022-06-21 03:57:33,29.1081,21.2869,77.81,35,0,8.08
481,Tecoanapa,MX,2022-06-21 03:57:34,16.5167,-98.75,79.03,86,100,1.99
482,Grand-Lahou,CI,2022-06-21 03:57:34,5.1367,-5.0242,75.83,88,100,6.53
483,Fairbanks,US,2022-06-21 03:55:51,64.8378,-147.7164,66.22,65,0,6.91
484,Tuatapere,NZ,2022-06-21 03:54:01,-46.1333,167.6833,46.78,72,0,2.17
485,Tudela,ES,2022-06-21 03:57:35,42.0617,-1.6045,65.3,85,55,4.99
486,Manacapuru,BR,2022-06-21 03:57:35,-3.2997,-60.6206,74.34,92,45,3.47
487,Mahebourg,MU,2022-06-21 03:57:35,-20.4081,57.7,68.29,56,20,5.75
488,Bambanglipuro,ID,2022-06-21 03:57:36,-7.95,110.2833,84.6,67,85,13.4
489,Zhigansk,RU,2022-06-21 03:57:36,66.7697,123.3711,57.43,29,0,17.9
490,Nowe Miasto Lubawskie,PL,2022-06-21 03:57:36,53.4208,19.5952,52.03,97,78,8.88
491,Douglas,US,2022-06-21 03:57:37,41.3,-96.167,86.18,66,0,17.27
492,Candido Mendes,BR,2022-06-21 03:57:37,-1.4467,-45.7167,72.25,95,6,1.7
493,Snyder,US,2022-06-21 03:57:37,32.7179,-100.9176,86.34,23,0,6.91
494,Eureka,US,2022-06-21 03:57:38,40.8021,-124.1637,58.93,77,2,1.01
495,Rolla,US,2022-06-21 03:53:18,37.9514,-91.7713,76.14,71,0,8.81
496,Makakilo City,US,2022-06-21 03:57:38,21.3469,-158.0858,80.56,69,6,16.78
497,Nanortalik,GL,2022-06-21 03:57:38,60.1432,-45.2371,37.44,97,100,13.33
498,Kroya,ID,2022-06-21 03:57:39,-7.6331,109.2461,84.47,68,86,9.4
499,Nagapattinam,IN,2022-06-21 03:57:39,10.7667,79.8333,86.58,59,100,11.7
500,Maniitsoq,GL,2022-06-21 03:57:05,65.4167,-52.9,35.56,89,100,4.74
501,Peniche,PT,2022-06-21 03:57:39,39.3558,-9.3811,59.56,91,57,6.98
502,Catuday,PH,2022-06-21 03:57:40,16.2923,119.8062,84.61,70,98,5.66
503,Tashtyp,RU,2022-06-21 03:57:40,52.7939,89.8983,70.77,54,83,4.38
504,Vilyuysk,RU,2022-06-21 03:57:40,63.7553,121.6247,64.11,35,100,9.62
505,Ulladulla,AU,2022-06-21 03:57:41,-35.35,150.4667,56.77,61,100,7.54
506,Conceicao Do Araguaia,BR,2022-06-21 03:57:41,-8.2578,-49.2647,70.07,55,8,0.58
507,Hoshcha,UA,2022-06-21 03:57:41,50.6003,26.6744,63.79,95,81,13.82
508,Namtsy,RU,2022-06-21 03:57:42,62.7161,129.6658,66.06,73,100,8.7
509,Bhubaneswar,IN,2022-06-21 03:57:42,20.2333,85.8333,86.22,79,75,8.05
510,Palmer,US,2022-06-21 03:57:42,42.1584,-72.3287,62.31,75,96,2.1
511,Salym,RU,2022-06-21 03:57:43,60.0625,71.4789,71.94,70,100,11.7
512,Severnoye,RU,2022-06-21 03:57:43,56.3491,78.3619,70.75,72,35,10.29
513,Duderstadt,DE,2022-06-21 03:57:43,51.5131,10.2595,51.89,94,1,4.09
514,Gao,ML,2022-06-21 03:58:44,16.6362,1.637,88.9,33,56,13.78
515,Mayo,US,2022-06-21 03:58:44,38.8876,-76.5119,68.58,75,100,1.01
516,Ouesso,CG,2022-06-21 03:58:44,1.6136,16.0517,68.27,98,100,1.41
517,Nisia Floresta,BR,2022-06-21 03:56:00,-6.0911,-35.2086,75.58,89,22,6.71
518,Seoul,KR,2022-06-21 03:56:44,37.5683,126.9778,90.79,53,0,4.61
519,Durango,MX,2022-06-21 03:54:36,24.8333,-104.8333,68.45,60,100,7.56
520,Abu Dhabi,AE,2022-06-21 03:58:09,24.4667,54.3667,89.62,63,54,6.91
521,Kiama,AU,2022-06-21 03:58:45,-34.6833,150.8667,63.57,67,96,3.0
522,Yibin,CN,2022-06-21 03:58:45,28.7667,104.6238,92.28,57,100,2.37
523,Bucerias,MX,2022-06-21 03:56:27,20.75,-105.3333,79.02,84,91,2.21
524,Ugoofaaru,MV,2022-06-21 03:58:46,5.6667,73.0,83.39,69,100,14.32
525,Tabatinga,BR,2022-06-21 03:58:46,-4.2525,-69.9381,75.29,94,40,2.3
526,Asyut,EG,2022-06-21 03:58:46,27.181,31.1837,73.58,41,0,9.62
527,Taoudenni,ML,2022-06-21 03:58:47,22.6783,-3.9836,89.98,36,70,6.96
528,Stonewall,CA,2022-06-21 03:58:47,50.1344,-97.3268,74.88,94,52,9.71
529,Urusha,RU,2022-06-21 03:58:47,54.05,122.9,56.43,99,100,7.34
530,Houma,US,2022-06-21 03:58:48,29.5958,-90.7195,82.0,78,0,3.44
531,Veraval,IN,2022-06-21 03:58:48,20.9,70.3667,86.36,73,45,15.39
532,Jining,CN,2022-06-21 03:58:48,35.405,116.5814,101.43,24,93,12.26
533,Atambua,ID,2022-06-21 03:58:49,-9.1061,124.8925,82.35,56,93,2.64
534,Lafiagi,NG,2022-06-21 03:58:49,8.8667,5.4167,74.14,92,100,2.86
535,Kichera,RU,2022-06-21 03:58:49,55.9375,110.0997,58.64,85,99,2.91
536,Matamoros,MX,2022-06-21 03:54:58,25.5333,-103.25,82.83,31,35,20.62
537,Nelson Bay,AU,2022-06-21 03:58:35,-32.7167,152.15,67.1,60,1,1.99
538,Hinton,CA,2022-06-21 03:58:50,53.4001,-117.5857,54.41,78,85,2.82
539,Tabuk,PH,2022-06-21 03:58:50,17.4189,121.4443,88.57,66,62,5.79
540,Luohe,CN,2022-06-21 03:58:50,33.5717,114.0353,100.72,25,63,12.39
541,Arandis,NA,2022-06-21 03:58:51,-22.4167,14.9667,43.5,85,1,5.08
542,Mitsamiouli,KM,2022-06-21 03:58:51,-11.3847,43.2844,79.09,65,40,13.8
543,Sur,OM,2022-06-21 03:58:51,22.5667,59.5289,95.11,45,8,6.33
544,Imbituba,BR,2022-06-21 03:58:52,-28.24,-48.6703,56.86,90,47,6.58
545,Lima,PE,2022-06-21 03:53:57,-12.0432,-77.0282,59.25,77,0,13.8
546,Corpus Christi,US,2022-06-21 03:58:52,27.8006,-97.3964,86.02,81,99,3.0
547,Sembakung,ID,2022-06-21 03:58:52,3.8167,117.25,86.58,67,92,2.8
548,Garibaldi,BR,2022-06-21 03:58:53,-29.2561,-51.5336,57.27,79,94,3.18
549,Ondjiva,AO,2022-06-21 03:58:53,-17.0667,15.7333,40.48,54,0,4.97
550,Maumere,ID,2022-06-21 03:58:53,-8.6199,122.2111,83.93,60,52,3.04
551,Bafq,IR,2022-06-21 03:58:54,31.6128,55.4107,85.15,17,0,3.49
552,Kostino,RU,2022-06-21 03:58:54,58.9097,53.2691,52.48,98,100,8.68
553,Labuhan,ID,2022-06-21 03:58:54,-6.8844,112.2051,85.71,64,88,0.98
554,Tomatlan,MX,2022-06-21 03:58:55,19.9333,-105.25,79.05,86,85,1.5
555,Nueva Loja,EC,2022-06-21 03:58:55,0.0847,-76.8828,69.12,97,98,2.08
556,Maragogi,BR,2022-06-21 03:58:55,-9.0122,-35.2225,75.36,84,27,7.9
557,Barra Velha,BR,2022-06-21 03:58:55,-26.6322,-48.6847,60.39,97,17,2.51
558,Zhoucheng,CN,2022-06-21 03:58:56,35.9122,116.3117,99.55,26,98,11.77
559,Pangody,RU,2022-06-21 03:58:56,65.85,74.4859,80.26,31,19,19.26
560,Oranjestad,AW,2022-06-21 03:58:56,12.524,-70.027,82.35,74,20,20.71
561,Tulum,MX,2022-06-21 03:58:57,20.2167,-87.4667,76.75,80,98,7.27
562,Quatre Cocos,MU,2022-06-21 03:58:57,-20.2078,57.7625,68.11,58,16,10.42
563,Araouane,ML,2022-06-21 03:59:57,18.9048,-3.5265,88.72,34,87,10.74
564,Mujiayingzi,CN,2022-06-21 03:59:58,42.1167,118.7833,82.26,34,100,3.89
565,Port Blair,IN,2022-06-21 03:59:58,11.6667,92.75,86.04,74,75,9.22
566,Zyryanka,RU,2022-06-21 03:59:45,65.75,150.85,51.48,50,100,3.31
567,Muisne,EC,2022-06-21 03:59:58,0.6,-80.0333,73.51,88,100,1.32
568,Rossland,CA,2022-06-21 03:59:59,49.0831,-117.8022,49.89,89,38,1.74
569,Cockburn Town,TC,2022-06-21 03:59:59,21.4612,-71.1419,81.27,79,82,17.05
570,Banjar,ID,2022-06-21 03:59:59,-8.19,114.9675,86.94,58,31,1.74
571,Klyuchi,RU,2022-06-21 04:00:00,52.2667,79.1667,80.83,40,43,9.1
572,Aksha,RU,2022-06-21 04:00:00,50.2814,113.2867,77.63,34,9,12.1
573,Buin,CL,2022-06-21 04:00:01,-33.7333,-70.75,53.06,58,84,1.43
574,Zeya,RU,2022-06-21 04:00:01,53.75,127.2667,58.89,96,100,10.6
575,Gizo,SB,2022-06-21 04:00:02,-8.103,156.8419,83.7,71,31,10.8
576,Korsakov,RU,2022-06-21 04:00:03,46.6328,142.7813,60.64,77,99,4.72
577,Anderson,US,2022-06-21 03:59:28,34.5334,-82.6499,75.92,77,100,3.38
578,Ostrovnoy,RU,2022-06-21 04:00:04,68.0531,39.5131,39.63,93,100,9.75
579,Grevena,GR,2022-06-21 04:00:04,40.0845,21.4274,61.81,72,0,4.12
580,Muli,MV,2022-06-21 04:00:06,2.9167,73.5667,83.35,73,83,13.29
581,Puerto Madryn,AR,2022-06-21 04:00:32,-42.7692,-65.0385,37.65,63,10,14.7
582,Urumqi,CN,2022-06-21 04:00:06,43.801,87.6005,85.15,19,0,4.47
583,Pauini,BR,2022-06-21 04:00:49,-7.7136,-66.9764,76.6,73,100,0.34
